Query-ID	Query-Label	Lookup-ID	Lookup-Label	Embedding distance	Nearest-Neighbor-Idx
P01193	Extracellular	P01165	Extracellular	1.4568	1
P01193	Extracellular	Q9Y4H4	Cytoplasm	1.4876	2
P01193	Extracellular	Q6ZQ58	Cytoplasm	1.5059	3
P01501	Extracellular	P86147	Extracellular	1.0438	1
P01501	Extracellular	Q0VZ41	Extracellular	1.1205	2
P01501	Extracellular	P84572	Extracellular	1.1334	3
P01583	Cytoplasm	O35368	Nucleus	1.1717	1
P01583	Cytoplasm	Q9NZH7	Extracellular	1.1781	2
P01583	Cytoplasm	Q9UIL8	Nucleus	1.2156	3
P02381	Mitochondrion	Q8T1C6	Cytoplasm	2.3619	1
P02381	Mitochondrion	Q558Z2	Nucleus	2.4476	2
P02381	Mitochondrion	P09547	Nucleus	2.4864	3
P02649	Extracellular	Q6Q788	Extracellular	0.7295	1
P02649	Extracellular	Q8C7G5	Extracellular	0.9006	2
P02649	Extracellular	P02652	Extracellular	1.3013	3
P08168	Cell.membrane	Q96D46	Cytoplasm	0.7227	1
P08168	Cell.membrane	O95619	Nucleus	0.7836	2
P08168	Cell.membrane	Q9UKF7	Cytoplasm	0.7953	3
P0CB42	Nucleus	Q6P6J4	Nucleus	0.7368	1
P0CB42	Nucleus	Q6NS38	Nucleus	0.7382	2
P0CB42	Nucleus	Q8N371	Nucleus	0.8137	3
P0CU07	Cytoplasm	Q5K131	Cytoplasm	0.8203	1
P0CU07	Cytoplasm	O94583	Mitochondrion	0.9465	2
P0CU07	Cytoplasm	Q9C110	Cytoplasm	0.9562	3
P0CU87	Extracellular	O60120	Endoplasmic.reticulum	1.4065	1
P0CU87	Extracellular	P87133	Mitochondrion	1.4436	2
P0CU87	Extracellular	P39734	Endoplasmic.reticulum	1.4583	3
P0CV09	Extracellular	Q9VMR8	Extracellular	1.6812	1
P0CV09	Extracellular	Q9UT31	Mitochondrion	1.6843	2
P0CV09	Extracellular	P84810	Extracellular	1.7074	3
P0CV12	Extracellular	Q9C110	Cytoplasm	1.0638	1
P0CV12	Extracellular	Q5K131	Cytoplasm	1.1622	2
P0CV12	Extracellular	O94583	Mitochondrion	1.1677	3
P0CV24	Extracellular	Q9H0W5	Cytoplasm	1.5598	1
P0CV24	Extracellular	Q8IV76-2	Nucleus	1.6319	2
P0CV24	Extracellular	Q96D98	Nucleus	1.6357	3
P0CV27	Extracellular	Q08416	Endoplasmic.reticulum	2.1467	1
P0CV27	Extracellular	Q9H5J8	Nucleus	2.1514	2
P0CV27	Extracellular	Q03569	Cytoplasm	2.1579	3
P0CV29	Extracellular	P58806	Extracellular	1.3061	1
P0CV29	Extracellular	P83056	Extracellular	1.5306	2
P0CV29	Extracellular	P60985	Extracellular	1.5371	3
P0CV34	Extracellular	P39999	Cytoplasm	1.6242	1
P0CV34	Extracellular	Q9C110	Cytoplasm	1.6293	2
P0CV34	Extracellular	Q7TS73	Cytoplasm	1.6582	3
P0CV44	Extracellular	Q9USY0	Golgi.apparatus	1.2122	1
P0CV44	Extracellular	P21651	Nucleus	1.2698	2
P0CV44	Extracellular	O44740	Cytoplasm	1.2843	3
P0CV46	Extracellular	Q95RV2	Nucleus	1.6147	1
P0CV46	Extracellular	O02073	Nucleus	1.6566	2
P0CV46	Extracellular	Q9HB58	Nucleus	1.6788	3
P0CV57	Extracellular	P0DKJ8	Nucleus	1.5222	1
P0CV57	Extracellular	Q95RV2	Nucleus	1.5280	2
P0CV57	Extracellular	Q9HB58	Nucleus	1.5524	3
P0CV63	Extracellular	Q9VMR8	Extracellular	1.4933	1
P0CV63	Extracellular	Q8IN42	Extracellular	1.5465	2
P0CV63	Extracellular	P58806	Extracellular	1.5527	3
P0CV73	Extracellular	Q9BDB7	Cytoplasm	1.0050	1
P0CV73	Extracellular	Q9HCE1	Cytoplasm	1.0550	2
P0CV73	Extracellular	Q9WVT0	Cell.membrane	1.0555	3
P0DJH6	Nucleus	Q92317	Nucleus	1.2194	1
P0DJH6	Nucleus	Q16514	Nucleus	1.2903	2
P0DJH6	Nucleus	Q9VJQ5	Nucleus	1.3163	3
P0DKL2	Endoplasmic.reticulum	O04492	Nucleus	1.1873	1
P0DKL2	Endoplasmic.reticulum	P0DKJ7	Nucleus	1.2122	2
P0DKL2	Endoplasmic.reticulum	P0DKJ8	Nucleus	1.2143	3
P0DO16	Endoplasmic.reticulum	Q94EG3	Extracellular	1.5328	1
P0DO16	Endoplasmic.reticulum	P83948	Extracellular	1.5505	2
P0DO16	Endoplasmic.reticulum	Q9VG08	Extracellular	1.5631	3
P0DSP5	Extracellular	Q8BZH1	Extracellular	1.1511	1
P0DSP5	Extracellular	Q801X7	Extracellular	1.1638	2
P0DSP5	Extracellular	P34370	Cytoplasm	1.1969	3
P10856	Nucleus	P83267	Nucleus	1.8279	1
P10856	Nucleus	P83266	Nucleus	1.9090	2
P10856	Nucleus	P11101	Nucleus	2.0447	3
P10966	Cell.membrane	Q7M730	Cell.membrane	0.7049	1
P10966	Cell.membrane	P15530	Cell.membrane	0.7095	2
P10966	Cell.membrane	Q8IWT1	Cell.membrane	0.7271	3
P11279	Lysosome/Vacuole	C6KFA3	Cell.membrane	1.0216	1
P11279	Lysosome/Vacuole	Q9JHJ3	Lysosome/Vacuole	1.0386	2
P11279	Lysosome/Vacuole	Q9JKF6	Cell.membrane	1.0611	3
P13609	Extracellular	P42634	Extracellular	1.2298	1
P13609	Extracellular	Q93243	Extracellular	1.2487	2
P13609	Extracellular	E9PV24	Extracellular	1.2546	3
P17677	Cell.membrane	Q8VI64	Mitochondrion	1.3517	1
P17677	Cell.membrane	Q9LW00	Nucleus	1.5509	2
P17677	Cell.membrane	P34618	Nucleus	1.6692	3
P18827	Extracellular	Q96FE7	Cell.membrane	1.0589	1
P18827	Extracellular	Q9EPU5	Cell.membrane	1.1397	2
P18827	Extracellular	O75509	Cell.membrane	1.1547	3
P19826	Cell.membrane	Q8CGY6	Cytoplasm	1.0096	1
P19826	Cell.membrane	Q10178	Nucleus	1.0512	2
P19826	Cell.membrane	Q14008	Cytoplasm	1.0797	3
P22469	Nucleus	P40065	Nucleus	1.1314	1
P22469	Nucleus	Q04922	Mitochondrion	1.1560	2
P22469	Nucleus	Q03233	Cytoplasm	1.1604	3
P24993	Plastid	Q96B49	Mitochondrion	0.9813	1
P24993	Plastid	Q9LUJ3	Nucleus	1.1392	2
P24993	Plastid	Q80XX4	Nucleus	1.1564	3
P26339	Extracellular	Q8NBJ4	Golgi.apparatus	1.1307	1
P26339	Extracellular	Q13438	Endoplasmic.reticulum	1.2026	2
P26339	Extracellular	Q9ULL8	Cytoplasm	1.2598	3
P26678	Endoplasmic.reticulum	O14322	Mitochondrion	1.7235	1
P26678	Endoplasmic.reticulum	O74512	Endoplasmic.reticulum	1.7490	2
P26678	Endoplasmic.reticulum	Q5H943	Cell.membrane	1.7503	3
P27216	Cell.membrane	O13728	Cytoplasm	1.2169	1
P27216	Cell.membrane	Q9V9U4	Endoplasmic.reticulum	1.2342	2
P27216	Cell.membrane	Q11002	Cytoplasm	1.2349	3
P28667	Cytoplasm	P21574	Cytoplasm	1.3451	1
P28667	Cytoplasm	Q6DGF4	Cytoplasm	1.3923	2
P28667	Cytoplasm	P45441	Cytoplasm	1.3962	3
P30952	Peroxisome	Q12166	Mitochondrion	0.6756	1
P30952	Peroxisome	P28299	Peroxisome	0.6873	2
P30952	Peroxisome	P28297	Peroxisome	0.7014	3
P34561	Cytoplasm	Q9LXX6	Cytoplasm	0.4085	1
P34561	Cytoplasm	Q96JB2	Golgi.apparatus	0.5816	2
P34561	Cytoplasm	O00471	Cytoplasm	0.6072	3
P34643	Endoplasmic.reticulum	G5EEH9	Nucleus	0.9153	1
P34643	Endoplasmic.reticulum	O42958	Cytoplasm	0.9407	2
P34643	Endoplasmic.reticulum	Q9Y7V2	Nucleus	0.9434	3
P34706	Nucleus	Q11107	Nucleus	1.0684	1
P34706	Nucleus	Q9W1R4	Nucleus	1.1210	2
P34706	Nucleus	Q17768	Nucleus	1.1542	3
P35330	Cell.membrane	P15530	Cell.membrane	0.7274	1
P35330	Cell.membrane	Q9UIB8	Cell.membrane	0.7283	2
P35330	Cell.membrane	P12314	Cell.membrane	0.7463	3
P37806	Cytoplasm	Q66HS7	Cytoplasm	1.3130	1
P37806	Cytoplasm	Q53GG5	Cytoplasm	1.3252	2
P37806	Cytoplasm	P0CJ62	Cytoplasm	1.3488	3
P40090	Nucleus	P42286	Cytoplasm	0.8058	1
P40090	Nucleus	O94441	Cytoplasm	0.8479	2
P40090	Nucleus	P41842	Cytoplasm	0.8504	3
P40336	Cytoplasm	Q96D46	Cytoplasm	0.7830	1
P40336	Cytoplasm	O95619	Nucleus	0.8698	2
P40336	Cytoplasm	Q9UKF7	Cytoplasm	0.9103	3
P40353	Endoplasmic.reticulum	P53304	Endoplasmic.reticulum	0.5589	1
P40353	Endoplasmic.reticulum	P53324	Endoplasmic.reticulum	0.8088	2
P40353	Endoplasmic.reticulum	Q04623	Mitochondrion	0.9311	3
P40850	Cytoplasm	Q06629	Nucleus	1.0047	1
P40850	Cytoplasm	Q9P7T8	Cytoplasm	1.0171	2
P40850	Cytoplasm	Q06554	Nucleus	1.0175	3
P42001	Nucleus	Q12308	Nucleus	1.0402	1
P42001	Nucleus	Q5H9S7	Nucleus	1.0465	2
P42001	Nucleus	Q9VNP5	Cytoplasm	1.0987	3
P47064	Golgi.apparatus	P53290	Lysosome/Vacuole	0.9679	1
P47064	Golgi.apparatus	P54861	Mitochondrion	1.0821	2
P47064	Golgi.apparatus	P48008	Cytoplasm	1.0923	3
P47759	Golgi.apparatus	Q96L08	Cell.membrane	0.9057	1
P47759	Golgi.apparatus	Q70YC5	Cytoplasm	0.9728	2
P47759	Golgi.apparatus	Q7T0Z7	Endoplasmic.reticulum	0.9731	3
P47939	Endoplasmic.reticulum	O95411	Nucleus	0.9406	1
P47939	Endoplasmic.reticulum	O15273	Cytoplasm	0.9557	2
P47939	Endoplasmic.reticulum	Q5SVD0	Cytoplasm	1.0049	3
P48183	Plastid	Q8W4E2	Lysosome/Vacuole	1.2824	1
P48183	Plastid	P11574	Lysosome/Vacuole	1.2853	2
P48183	Plastid	Q9FX21	Endoplasmic.reticulum	1.3110	3
P53129	Lysosome/Vacuole	P53273	Lysosome/Vacuole	1.0338	1
P53129	Lysosome/Vacuole	Q01926	Mitochondrion	1.0859	2
P53129	Lysosome/Vacuole	Q06833	Endoplasmic.reticulum	1.0898	3
P53855	Endoplasmic.reticulum	Q06179	Mitochondrion	0.8483	1
P53855	Endoplasmic.reticulum	P38713	Cytoplasm	1.0519	2
P53855	Endoplasmic.reticulum	O13944	Cytoplasm	1.0577	3
P54857	Mitochondrion	O60095	Golgi.apparatus	0.7900	1
P54857	Mitochondrion	P40345	Endoplasmic.reticulum	0.8845	2
P54857	Mitochondrion	Q04623	Mitochondrion	0.9564	3
P56857	Cell.membrane	Q4KL25	Cell.membrane	0.7581	1
P56857	Cell.membrane	Q8VHW8	Cell.membrane	0.7745	2
P56857	Cell.membrane	P58418	Cell.membrane	0.8638	3
P56962	Endoplasmic.reticulum	Q9VSU7	Endoplasmic.reticulum	0.9718	1
P56962	Endoplasmic.reticulum	O94651	Endoplasmic.reticulum	0.9999	2
P56962	Endoplasmic.reticulum	Q8VD46	Cytoplasm	1.0015	3
P59240	Cytoplasm	Q9Y238	Cytoplasm	0.7397	1
P59240	Cytoplasm	Q7TSG1	Cytoplasm	0.7800	2
P59240	Cytoplasm	Q8N1F8	Cytoplasm	0.8426	3
P60881	Cell.membrane	P93654	Lysosome/Vacuole	0.9760	1
P60881	Cell.membrane	Q62931	Golgi.apparatus	1.0764	2
P60881	Cell.membrane	O88630	Golgi.apparatus	1.0772	3
P70444	Cytoplasm	Q8GYM3	Cytoplasm	0.7946	1
P70444	Cytoplasm	Q9BW66	Nucleus	0.8198	2
P70444	Cytoplasm	Q6P1K2	Nucleus	0.8271	3
P91193	Endoplasmic.reticulum	G5ECQ3	Cytoplasm	0.9335	1
P91193	Endoplasmic.reticulum	Q23972	Cytoplasm	0.9509	2
P91193	Endoplasmic.reticulum	P0C090	Cytoplasm	0.9602	3
P97952	Cell.membrane	Q8IWT1	Cell.membrane	0.6297	1
P97952	Cell.membrane	Q7M730	Cell.membrane	0.6446	2
P97952	Cell.membrane	Q9JKF6	Cell.membrane	0.7241	3
Q00610	Cytoplasm	P63010	Cell.membrane	0.8363	1
Q00610	Cytoplasm	Q9JLN9	Cytoplasm	0.8805	2
Q00610	Cytoplasm	O75643	Nucleus	0.8907	3
Q00977	Cell.membrane	Q61088	Cell.membrane	0.7584	1
Q00977	Cell.membrane	Q7TNK0	Endoplasmic.reticulum	0.8601	2
Q00977	Cell.membrane	Q6UX01	Cell.membrane	0.8672	3
Q00LT2	Cell.membrane	Q08561	Nucleus	1.3829	1
Q00LT2	Cell.membrane	Q5H943	Cell.membrane	1.4262	2
Q00LT2	Cell.membrane	O94435	Cytoplasm	1.4308	3
Q01755	Cell.membrane	O70576	Nucleus	0.9217	1
Q01755	Cell.membrane	Q9UJ98	Nucleus	0.9604	2
Q01755	Cell.membrane	P16383	Nucleus	0.9781	3
Q03405	Cell.membrane	Q8N6Q3	Cell.membrane	0.6436	1
Q03405	Cell.membrane	O95867	Cell.membrane	0.9231	2
Q03405	Cell.membrane	Q9QXN2	Extracellular	0.9810	3
Q04002	Nucleus	Q06156	Nucleus	0.6703	1
Q04002	Nucleus	Q04264	Nucleus	0.6711	2
Q04002	Nucleus	P40541	Nucleus	0.7634	3
Q04461	Nucleus	Q21446	Nucleus	0.8991	1
Q04461	Nucleus	Q9VR17	Nucleus	0.9265	2
Q04461	Nucleus	Q8SYK5	Nucleus	0.9481	3
Q05131	Cell.membrane	Q06598	Cell.membrane	0.6523	1
Q05131	Cell.membrane	Q9HE12	Lysosome/Vacuole	0.8195	2
Q05131	Cell.membrane	O94300	Golgi.apparatus	0.8356	3
Q05789	Cytoplasm	P47166	Golgi.apparatus	1.0182	1
Q05789	Cytoplasm	P32489	Nucleus	1.0188	2
Q05789	Cytoplasm	Q12493	Nucleus	1.0503	3
Q05B81	Cell.membrane	Q96SL1	Lysosome/Vacuole	0.6598	1
Q05B81	Cell.membrane	Q9Y2C5	Cell.membrane	0.6856	2
Q05B81	Cell.membrane	Q80T22	Cell.membrane	0.7020	3
Q08229	Cytoplasm	Q06146	Cytoplasm	0.9599	1
Q08229	Cytoplasm	O94427	Mitochondrion	1.0063	2
Q08229	Cytoplasm	Q10218	Cytoplasm	1.0182	3
Q09357	Nucleus	O13935	Nucleus	0.8295	1
Q09357	Nucleus	Q9UUH2	Nucleus	0.8627	2
Q09357	Nucleus	O14039	Nucleus	0.8665	3
Q0P5Y3	Cell.membrane	O70400	Cytoplasm	1.0991	1
Q0P5Y3	Cell.membrane	Q53GG5	Cytoplasm	1.1510	2
Q0P5Y3	Cell.membrane	Q66HS7	Cytoplasm	1.1686	3
Q0VAQ4	Cell.membrane	Q96FE7	Cell.membrane	1.1737	1
Q0VAQ4	Cell.membrane	Q9JKF6	Cell.membrane	1.1935	2
Q0VAQ4	Cell.membrane	P63161	Cell.membrane	1.1942	3
Q0WL81	Cytoplasm	Q10313	Cytoplasm	0.6043	1
Q0WL81	Cytoplasm	P86926	Mitochondrion	0.8080	2
Q0WL81	Cytoplasm	Q8BGW1	Nucleus	0.9271	3
Q0WR66	Nucleus	Q03188	Nucleus	1.0472	1
Q0WR66	Nucleus	O60187	Cytoplasm	1.0654	2
Q0WR66	Nucleus	Q7TSH4	Cytoplasm	1.0738	3
Q12142	Golgi.apparatus	P38800	Endoplasmic.reticulum	0.9433	1
Q12142	Golgi.apparatus	P53273	Lysosome/Vacuole	0.9856	2
Q12142	Golgi.apparatus	P43560	Endoplasmic.reticulum	0.9912	3
Q12980	Lysosome/Vacuole	Q10QS7	Nucleus	1.0376	1
Q12980	Lysosome/Vacuole	O00329	Cytoplasm	1.0497	2
Q12980	Lysosome/Vacuole	Q9VU87	Cytoplasm	1.0709	3
Q12981	Endoplasmic.reticulum	O35165	Golgi.apparatus	0.5656	1
Q12981	Endoplasmic.reticulum	Q62931	Golgi.apparatus	0.6417	2
Q12981	Endoplasmic.reticulum	O88630	Golgi.apparatus	0.6428	3
Q149S1	Cell.membrane	A8J8F6	Cytoplasm	1.0374	1
Q149S1	Cell.membrane	Q58EE9	Cytoplasm	1.3420	2
Q149S1	Cell.membrane	Q91Y80	Mitochondrion	1.3471	3
Q15041	Endoplasmic.reticulum	O82352	Endoplasmic.reticulum	0.7213	1
Q15041	Endoplasmic.reticulum	Q9FFS0	Endoplasmic.reticulum	0.7477	2
Q15041	Endoplasmic.reticulum	O64837	Endoplasmic.reticulum	0.7908	3
Q15054	Nucleus	Q8C551	Nucleus	0.9430	1
Q15054	Nucleus	Q9I9A7	Nucleus	0.9791	2
Q15054	Nucleus	O08587	Nucleus	0.9813	3
Q15904	Endoplasmic.reticulum	Q8WWB7	Lysosome/Vacuole	0.8007	1
Q15904	Endoplasmic.reticulum	Q9JHJ3	Lysosome/Vacuole	0.8178	2
Q15904	Endoplasmic.reticulum	Q765H6	Golgi.apparatus	0.9337	3
Q17423	Cell.membrane	G5EEM5	Cytoplasm	0.6997	1
Q17423	Cell.membrane	Q09933	Cytoplasm	0.7311	2
Q17423	Cell.membrane	Q14008	Cytoplasm	0.8010	3
Q17604	Nucleus	Q9H5J8	Nucleus	1.1669	1
Q17604	Nucleus	O94435	Cytoplasm	1.2021	2
Q17604	Nucleus	P08593	Mitochondrion	1.2119	3
Q17TI5	Cell.membrane	Q56WM6	Cell.membrane	0.8957	1
Q17TI5	Cell.membrane	Q9SVQ3	Cell.membrane	0.9261	2
Q17TI5	Cell.membrane	Q9LI74	Plastid	0.9277	3
Q18412	Nucleus	O74689	Cytoplasm	1.0612	1
Q18412	Nucleus	Q9UUB5	Nucleus	1.0835	2
Q18412	Nucleus	Q9P7G6	Nucleus	1.0901	3
Q18508	Nucleus	Q5U249	Nucleus	0.8993	1
Q18508	Nucleus	G5ECQ3	Cytoplasm	0.9661	2
Q18508	Nucleus	Q09761	Nucleus	0.9893	3
Q19642	Nucleus	Q9VJD3	Golgi.apparatus	0.5774	1
Q19642	Nucleus	Q9LXX6	Cytoplasm	0.6171	2
Q19642	Nucleus	Q9UST3	Golgi.apparatus	0.6859	3
Q20963	Cell.membrane	Q9Y2T6	Cell.membrane	0.9576	1
Q20963	Cell.membrane	Q9H244	Cell.membrane	0.9647	2
Q20963	Cell.membrane	P81909	Cell.membrane	0.9679	3
Q23064	Nucleus	Q21441	Cytoplasm	0.9108	1
Q23064	Nucleus	Q9W1R5	Nucleus	0.9852	2
Q23064	Nucleus	O16844	Cytoplasm	1.0048	3
Q23288	Cytoplasm	Q8WUM0	Nucleus	0.8813	1
Q23288	Cytoplasm	Q9VQ89	Nucleus	0.8960	2
Q23288	Cytoplasm	Q8LLD0	Nucleus	0.8994	3
Q23544	Endoplasmic.reticulum	Q05549	Nucleus	0.9534	1
Q23544	Endoplasmic.reticulum	O43909	Endoplasmic.reticulum	0.9807	2
Q23544	Endoplasmic.reticulum	Q9VS60	Endoplasmic.reticulum	0.9821	3
Q24141	Nucleus	Q9VVR2	Cytoplasm	0.8808	1
Q24141	Nucleus	Q4KLP8	Nucleus	0.9549	2
Q24141	Nucleus	Q22197	Nucleus	1.0588	3
Q24212	Cytoplasm	O76337	Cytoplasm	0.8606	1
Q24212	Cytoplasm	Q9VA38	Cytoplasm	0.9236	2
Q24212	Cytoplasm	O88588	Golgi.apparatus	0.9476	3
Q29016	Extracellular	Q7TQN3	Extracellular	1.1001	1
Q29016	Extracellular	O55233	Extracellular	1.1016	2
Q29016	Extracellular	Q8R2G6	Extracellular	1.1016	3
Q2M385	Extracellular	Q9UGT4	Cell.membrane	0.8240	1
Q2M385	Extracellular	Q13219	Extracellular	0.8486	2
Q2M385	Extracellular	Q3UV74	Cell.membrane	0.8870	3
Q2V0Z5	Nucleus	P47149	Nucleus	0.7592	1
Q2V0Z5	Nucleus	F4IK01	Cytoplasm	0.8443	2
Q2V0Z5	Nucleus	U3H042	Nucleus	0.8899	3
Q2YD98	Nucleus	Q8WVB6	Nucleus	0.8284	1
Q2YD98	Nucleus	Q8N5A5	Nucleus	0.8372	2
Q2YD98	Nucleus	P58501	Nucleus	0.8636	3
Q3T9M1	Cell.membrane	Q96SL1	Lysosome/Vacuole	0.5198	1
Q3T9M1	Cell.membrane	Q9H2V7	Mitochondrion	0.5555	2
Q3T9M1	Cell.membrane	Q8IY34	Lysosome/Vacuole	0.5962	3
Q3TR08	Extracellular	Q9JKF6	Cell.membrane	0.7690	1
Q3TR08	Extracellular	Q45R42	Cell.membrane	0.7893	2
Q3TR08	Extracellular	Q9HCJ2	Cell.membrane	0.8128	3
Q3U6K5	Cell.membrane	Q86VQ0	Cytoplasm	0.8741	1
Q3U6K5	Cell.membrane	O76039	Nucleus	0.8784	2
Q3U6K5	Cell.membrane	Q7TSG1	Cytoplasm	0.8826	3
Q3UHI0	Cytoplasm	Q8TC76	Cytoplasm	0.6260	1
Q3UHI0	Cytoplasm	Q9Y6H5	Cytoplasm	0.6523	2
Q3UHI0	Cytoplasm	Q6NXH3	Nucleus	0.7500	3
Q3V0F0	Cytoplasm	Q9P209	Cytoplasm	0.7068	1
Q3V0F0	Cytoplasm	Q0GGX2	Nucleus	0.7805	2
Q3V0F0	Cytoplasm	Q9Y2I6	Cytoplasm	0.7915	3
Q3V2J0	Cytoplasm	Q9UHR4	Cytoplasm	0.6689	1
Q3V2J0	Cytoplasm	Q155Q3	Cytoplasm	0.8375	2
Q3V2J0	Cytoplasm	Q96EV8-2	Cytoplasm	0.8438	3
Q41062	Plastid	Q94BZ7	Mitochondrion	0.6722	1
Q41062	Plastid	Q9SS38	Plastid	0.6745	2
Q41062	Plastid	Q9LF37	Plastid	0.6973	3
Q41896	Endoplasmic.reticulum	P18170	Extracellular	2.0407	1
Q41896	Endoplasmic.reticulum	P86738	Extracellular	2.0507	2
Q41896	Endoplasmic.reticulum	P86731	Extracellular	2.0603	3
Q42449	Cytoplasm	Q9XW16	Cytoplasm	0.9246	1
Q42449	Cytoplasm	Q9XXU9	Cytoplasm	1.0531	2
Q42449	Cytoplasm	P12385	Cytoplasm	1.0571	3
Q4V516	Cell.membrane	Q7KSD8	Nucleus	1.0685	1
Q4V516	Cell.membrane	Q06665	Nucleus	1.0694	2
Q4V516	Cell.membrane	P26019	Nucleus	1.0845	3
Q4WF55	Peroxisome	O59667	Cytoplasm	1.0491	1
Q4WF55	Peroxisome	P40483	Cytoplasm	1.0695	2
Q4WF55	Peroxisome	Q9EPS3	Golgi.apparatus	1.0732	3
Q51WZ9	Lysosome/Vacuole	J9VXM5	Cell.membrane	0.8301	1
Q51WZ9	Lysosome/Vacuole	Q5BGR2	Cytoplasm	0.9124	2
Q51WZ9	Lysosome/Vacuole	O59712	Endoplasmic.reticulum	0.9397	3
Q53EZ4	Cytoplasm	Q66KE8	Cytoplasm	0.6041	1
Q53EZ4	Cytoplasm	Q9Y592	Cytoplasm	0.6306	2
Q53EZ4	Cytoplasm	Q9CW79	Golgi.apparatus	0.6473	3
Q54MH2	Cytoplasm	P0CE95	Cytoplasm	1.2930	1
Q54MH2	Cytoplasm	Q54HG2	Cytoplasm	1.4029	2
Q54MH2	Cytoplasm	G5EEM5	Cytoplasm	1.5415	3
Q54XY4	Cell.membrane	P53185	Cytoplasm	0.9430	1
Q54XY4	Cell.membrane	Q55DM1	Lysosome/Vacuole	1.0782	2
Q54XY4	Cell.membrane	P53169	Cytoplasm	1.0989	3
Q585H6	Cell.membrane	O13849	Lysosome/Vacuole	1.5080	1
Q585H6	Cell.membrane	O04492	Nucleus	1.5176	2
Q585H6	Cell.membrane	Q9JJ11	Cytoplasm	1.5251	3
Q5A8T4	Extracellular	P40954	Extracellular	1.2279	1
Q5A8T4	Extracellular	P41809	Cell.membrane	1.3832	2
Q5A8T4	Extracellular	P29029	Extracellular	1.4245	3
Q5DTW7	Nucleus	Q8BMA5	Nucleus	0.8742	1
Q5DTW7	Nucleus	Q5T3J3	Nucleus	0.9903	2
Q5DTW7	Nucleus	Q3URK3	Nucleus	1.0213	3
Q5DU05	Cytoplasm	Q8N137	Cytoplasm	0.6887	1
Q5DU05	Cytoplasm	Q9P209	Cytoplasm	0.7414	2
Q5DU05	Cytoplasm	Q9Y2I6	Cytoplasm	0.7732	3
Q5F2C3	Nucleus	Q96BU1	Nucleus	0.6929	1
Q5F2C3	Nucleus	Q9BSD3	Nucleus	0.7659	2
Q5F2C3	Nucleus	Q86YC2	Nucleus	0.8055	3
Q5G7K8	Extracellular	P58806	Extracellular	1.5215	1
Q5G7K8	Extracellular	Q9VMR8	Extracellular	1.5839	2
Q5G7K8	Extracellular	Q9SX77	Mitochondrion	1.6001	3
Q5PNU3	Cytoplasm	O61585	Cytoplasm	0.8697	1
Q5PNU3	Cytoplasm	Q4V7Y7	Cytoplasm	0.8856	2
Q5PNU3	Cytoplasm	Q32SG6	Nucleus	0.9198	3
Q5SV06	Nucleus	Q7L590	Nucleus	1.0678	1
Q5SV06	Nucleus	P54132	Nucleus	1.1050	2
Q5SV06	Nucleus	Q5EAW4	Nucleus	1.1093	3
Q5SY80	Cell.membrane	Q5H9S7	Nucleus	0.8238	1
Q5SY80	Cell.membrane	O75339	Extracellular	0.9902	2
Q5SY80	Cell.membrane	G5EGT9	Cell.membrane	0.9916	3
Q5T4F4	Endoplasmic.reticulum	O95159	Golgi.apparatus	0.7602	1
Q5T4F4	Endoplasmic.reticulum	Q8IWE5	Cytoplasm	0.7626	2
Q5T4F4	Endoplasmic.reticulum	Q7Z403	Endoplasmic.reticulum	0.7698	3
Q5VV43	Cell.membrane	P85171	Cell.membrane	0.6528	1
Q5VV43	Cell.membrane	Q8NFP4	Cell.membrane	0.6619	2
Q5VV43	Cell.membrane	Q0WYX8	Cell.membrane	0.6787	3
Q5VVQ6	Cytoplasm	Q6L8Q7	Mitochondrion	0.8539	1
Q5VVQ6	Cytoplasm	Q96IV0	Cytoplasm	0.9044	2
Q5VVQ6	Cytoplasm	Q86U44	Nucleus	0.9169	3
Q5VY80	Cell.membrane	Q30201	Cell.membrane	0.8619	1
Q5VY80	Cell.membrane	O08602	Cell.membrane	0.8846	2
Q5VY80	Cell.membrane	O08603	Cell.membrane	0.9712	3
Q5XVG3	Nucleus	Q9XII1	Plastid	1.0555	1
Q5XVG3	Nucleus	Q9R224	Cytoplasm	1.1313	2
Q5XVG3	Nucleus	Q9BZR8	Cytoplasm	1.1370	3
Q60865	Cytoplasm	Q9DCB4	Cytoplasm	0.7263	1
Q60865	Cytoplasm	Q92615	Cytoplasm	0.7279	2
Q60865	Cytoplasm	Q9BTA9	Nucleus	0.7858	3
Q61337	Cytoplasm	Q8TC76	Cytoplasm	0.8092	1
Q61337	Cytoplasm	Q9DBN4	Cytoplasm	0.8142	2
Q61337	Cytoplasm	Q96LR2	Cytoplasm	0.8241	3
Q62226	Cell.membrane	Q8NBJ5	Endoplasmic.reticulum	1.0508	1
Q62226	Cell.membrane	Q7TQ33	Cell.membrane	1.0743	2
Q62226	Cell.membrane	Q64610	Extracellular	1.0817	3
Q62824	Cell.membrane	Q96JB2	Golgi.apparatus	0.4067	1
Q62824	Cell.membrane	P83436	Golgi.apparatus	0.4079	2
Q62824	Cell.membrane	O00471	Cytoplasm	0.4218	3
Q64294	Cell.membrane	Q8R183	Cell.membrane	1.2231	1
Q64294	Cell.membrane	Q9EPU5	Cell.membrane	1.2865	2
Q64294	Cell.membrane	O75509	Cell.membrane	1.3051	3
Q64704	Cell.membrane	Q2PQA9	Cytoplasm	0.8272	1
